,car,price,body,mileage,engV,engType,registration,year,model,drive,engV_cat,age,age_Group,price_cat,mpy,mpy_cat
4278,Mazda,8900.0,sedan,122.0,2.0,Petrol,yes,2006,6,front,Low,10,6-10,Low,12.2,Moderate
4279,Chevrolet,5900.0,sedan,164.0,1.8,Gas,yes,2006,Lacetti,front,Low,10,6-10,Low,16.4,High
4280,Audi,16300.0,vagon,180.0,3.2,Petrol,yes,2006,A6 Allroad,full,Moderate,10,6-10,Moderate,18.0,High
4281,Volkswagen,6700.0,van,16.0,2.0,Diesel,yes,2005,Caddy пасс.,front,Low,11,10-29,Low,1.45,Low
4282,Mitsubishi,8500.0,sedan,110.0,2.0,Petrol,yes,2008,Lancer X,front,Low,8,6-10,Low,13.75,Moderate
4283,Porsche,23900.0,crossover,74.0,4.8,Petrol,yes,2008,Cayenne,full,High,8,6-10,Moderate,9.25,Low
4284,Skoda,5800.0,hatch,161.0,1.4,Petrol,yes,2005,Fabia,front,Low,11,10-29,Low,14.64,Moderate
4285,Nissan,14300.0,hatch,68.0,1.0,Other,yes,2013,Leaf,front,Low,3,1-3,Moderate,22.67,High
4286,Subaru,8700.0,hatch,112.0,1.5,Petrol,yes,2008,Impreza,full,Low,8,6-10,Low,14.0,Moderate
4287,Kia,9500.0,hatch,45.0,1.2,Other,yes,2012,Picanto,front,Low,4,3-6,Low,11.25,Moderate
4288,Skoda,5550.0,hatch,147.0,1.2,Petrol,yes,2008,Fabia,front,Low,8,6-10,Low,18.38,High
4289,Audi,34000.0,crossover,119.0,2.0,Diesel,yes,2013,Q5,full,Low,3,1-3,Moderate,39.67,Extreme
4290,Opel,2950.0,vagon,278.0,2.0,Gas,yes,1995,Omega,rear,Low,21,10-29,Low,13.24,Moderate
4291,Mercedes-Benz,14800.0,sedan,218.0,3.2,Diesel,yes,2004,S 320,rear,Moderate,12,10-29,Moderate,18.17,High
4292,Jeep,7200.0,crossover,200.0,4.0,Gas,yes,2001,Grand Cherokee,full,Moderate,15,10-29,Low,13.33,Moderate
4294,Peugeot,11900.0,hatch,117.0,1.6,Diesel,yes,2011,308,front,Low,5,3-6,Moderate,23.4,High
4295,Nissan,17000.0,hatch,22.0,1.0,Other,yes,2013,Leaf,rear,Low,3,1-3,Moderate,7.33,Low
4296,Hyundai,11990.0,sedan,36.0,1.4,Petrol,yes,2013,Accent,front,Low,3,1-3,Moderate,12.0,Moderate
4297,Hyundai,19500.0,crossover,105.0,3.0,Diesel,yes,2008,ix55 (Veracruz),full,Moderate,8,6-10,Moderate,13.12,Moderate
4298,Hyundai,39500.0,crossover,1.0,2.2,Diesel,yes,2014,Santa FE,full,Moderate,2,1-3,Moderate,0.5,Low
4299,Land Rover,43000.0,crossover,70.0,3.6,Diesel,yes,2010,Range Rover,full,Moderate,6,3-6,Moderate,11.67,Moderate
4300,Infiniti,25700.0,crossover,120.0,3.5,Petrol,yes,2009,FX 35,full,Moderate,7,6-10,Moderate,17.14,High
4301,Land Rover,74000.0,crossover,49.0,3.0,Diesel,yes,2015,Range Rover Sport,full,Moderate,1,0-1,High,49.0,Extreme
4302,Geely,3250.0,sedan,129.0,1.5,Gas,yes,2008,CK,front,Low,8,6-10,Low,16.12,High
4303,Volkswagen,24000.0,sedan,3.0,1.6,Diesel,yes,2016,Jetta,front,Low,0,0-1,Moderate,0.0,Low
4304,Renault,4000.0,sedan,215.0,1.9,Diesel,no,2005,Laguna,front,Low,11,10-29,Low,19.55,High
4305,Chevrolet,6000.0,sedan,140.0,1.5,Petrol,yes,2010,Aveo,front,Low,6,3-6,Low,23.33,High
4306,VAZ,3000.0,sedan,140.0,1.5,Petrol,yes,2002,2110,front,Low,14,10-29,Low,10.0,Low
4307,Skoda,12300.0,sedan,56.0,1.2,Petrol,yes,2014,Rapid,front,Low,2,1-3,Moderate,28.0,Extreme
4308,Toyota,11550.0,sedan,95.0,2.4,Petrol,yes,2007,Camry,front,Moderate,9,6-10,Moderate,10.56,Moderate
4309,Peugeot,9200.0,hatch,39.0,1.0,Petrol,yes,2012,107,front,Low,4,3-6,Low,9.75,Low
4310,Nissan,9800.0,crossover,65.0,2.0,Petrol,yes,2010,Qashqai,front,Low,6,3-6,Low,10.83,Moderate
4311,Mercedes-Benz,13500.0,van,97.0,2.2,Diesel,yes,2013,Vito груз.,rear,Moderate,3,1-3,Moderate,32.33,Extreme
4312,Geely,8800.0,sedan,53.0,1.8,Petrol,yes,2013,Emgrand 7 (EC7),front,Low,3,1-3,Low,17.67,High
4313,Mercedes-Benz,12500.0,sedan,230.0,5.0,Petrol,yes,2002,E-Class,rear,High,14,10-29,Moderate,16.43,High
4314,ZAZ,3800.0,other,130.0,1.2,Gas,yes,2008,110557,front,Low,8,6-10,Low,16.25,High
4315,Toyota,20500.0,sedan,105.0,2.5,Petrol,yes,2013,Camry,front,Moderate,3,1-3,Moderate,35.0,Extreme
4317,Daewoo,3700.0,sedan,86.0,1.3,Petrol,yes,2010,Sens,front,Low,6,3-6,Low,14.33,Moderate
4318,Mazda,7999.0,sedan,91.0,1.6,Petrol,yes,2008,3,front,Low,8,6-10,Low,11.38,Moderate
4319,Audi,19999.0,crossover,117.0,4.2,Petrol,yes,2007,Q7,full,High,9,6-10,Moderate,13.0,Moderate
4320,Alfa Romeo,15999.0,hatch,60.0,1.4,Petrol,yes,2012,Giulietta,front,Low,4,3-6,Moderate,15.0,Moderate
4322,Nissan,13700.0,crossover,68.0,2.0,Gas,yes,2011,Qashqai,front,Low,5,3-6,Moderate,13.6,Moderate
4323,Volkswagen,8900.0,sedan,62.0,1.6,Petrol,yes,2012,Polo,front,Low,4,3-6,Low,15.5,High
4324,Nissan,21700.0,crossover,29.0,2.0,Diesel,yes,2013,X-Trail,full,Low,3,1-3,Moderate,9.67,Low
4325,Mercedes-Benz,300000.0,sedan,68.0,6.0,Petrol,yes,2011,S 600,rear,High,5,3-6,Extreme,13.6,Moderate
4326,Toyota,19400.0,crossover,88.0,2.0,Petrol,yes,2011,Rav 4,full,Low,5,3-6,Moderate,17.6,High
4327,Hyundai,12650.0,hatch,36.0,1.4,Diesel,yes,2014,i30,front,Low,2,1-3,Moderate,18.0,High
4328,Nissan,15700.0,crossover,65.0,2.0,Petrol,yes,2012,Qashqai,full,Low,4,3-6,Moderate,16.25,High
4329,Audi,29999.0,sedan,97.0,3.0,Petrol,yes,2011,S5,full,Moderate,5,3-6,Moderate,19.4,High
4330,Mazda,10650.0,crossover,65.0,2.3,Petrol,yes,2007,CX-7,full,Moderate,9,6-10,Moderate,7.22,Low
4331,Opel,7300.0,sedan,184.0,1.8,Petrol,yes,2006,Vectra C,front,Low,10,6-10,Low,18.4,High
4332,Renault,8900.0,van,181.0,1.9,Diesel,yes,2006,Trafic пасс.,front,Low,10,6-10,Low,18.1,High
4333,Skoda,24999.0,sedan,44.0,2.0,Diesel,yes,2016,Octavia A7,front,Low,0,0-1,Moderate,0.0,Low
4334,Hummer,18400.0,crossover,147.0,3.5,Gas,yes,2007,H3,full,Moderate,9,6-10,Moderate,16.33,High
4335,BMW,27900.0,crossover,140.0,3.0,Diesel,yes,2009,X5,full,Moderate,7,6-10,Moderate,20.0,High
4336,Lexus,14200.0,sedan,130.0,3.0,Petrol,yes,2008,IS 300,rear,Moderate,8,6-10,Moderate,16.25,High
4337,Skoda,17500.0,sedan,58.0,1.8,Petrol,yes,2011,Superb,front,Low,5,3-6,Moderate,11.6,Moderate
4338,Nissan,8900.0,crossover,100.0,2.0,Petrol,yes,2008,X-Trail,full,Low,8,6-10,Low,12.5,Moderate
4339,Mercedes-Benz,7700.0,sedan,285.0,3.0,Diesel,yes,1999,E-Class,rear,Moderate,17,10-29,Low,16.76,High
4340,VAZ,4100.0,crossover,117.0,1.7,Petrol,yes,2008,2121,full,Low,8,6-10,Low,14.62,Moderate
4341,Mazda,10800.0,crossover,85.0,2.3,Petrol,yes,2008,CX-7,full,Moderate,8,6-10,Moderate,10.62,Moderate
4342,VAZ,3150.0,hatch,95.0,1.6,Gas,yes,2008,2109,front,Low,8,6-10,Low,11.88,Moderate
4343,VAZ,5300.0,sedan,62.0,1.6,Petrol,yes,2012,2115,front,Low,4,3-6,Low,15.5,High
4344,UAZ,6900.0,crossover,117.0,2.7,Petrol,yes,2008,Патриот,full,Moderate,8,6-10,Low,14.62,Moderate
4345,Hyundai,6200.0,hatch,59.0,1.4,Petrol,yes,2008,Getz,front,Low,8,6-10,Low,7.38,Low
4346,Hyundai,14800.0,crossover,88.0,2.0,Gas,yes,2010,IX35,full,Low,6,3-6,Moderate,14.67,Moderate
4347,Lexus,23500.0,sedan,90.0,3.5,Petrol,yes,2010,GS 350,full,Moderate,6,3-6,Moderate,15.0,Moderate
4348,Skoda,4100.0,vagon,150.0,1.4,Petrol,yes,2002,Fabia,front,Low,14,10-29,Low,10.71,Moderate
4349,Mitsubishi,10500.0,sedan,57.0,1.5,Gas,yes,2011,Lancer X,front,Low,5,3-6,Moderate,11.4,Moderate
4350,Toyota,13200.0,sedan,38.0,1.33,Petrol,yes,2014,Corolla,front,Low,2,1-3,Moderate,19.0,High
4351,Toyota,23700.0,sedan,100.0,2.5,Gas,yes,2014,Camry,front,Moderate,2,1-3,Moderate,50.0,Extreme
4352,Audi,7200.0,sedan,300.0,2.5,Gas,yes,1999,A6,front,Moderate,17,10-29,Low,17.65,High
4353,Ford,17600.0,crossover,83.0,2.5,Gas,yes,2011,Kuga,full,Moderate,5,3-6,Moderate,16.6,High
4354,Volkswagen,9200.0,van,248.0,1.9,Diesel,yes,2007,T5 (Transporter) груз,front,Low,9,6-10,Low,27.56,Extreme
4355,Skoda,8600.0,hatch,240.0,1.6,Petrol,yes,2003,Octavia,front,Low,13,10-29,Low,18.46,High
4356,Peugeot,11200.0,sedan,105.0,1.6,Diesel,yes,2013,301,front,Low,3,1-3,Moderate,35.0,Extreme
4357,Opel,4800.0,vagon,250.0,1.3,Diesel,yes,2006,Combo пасс.,front,Low,10,6-10,Low,25.0,High
4358,Daewoo,3700.0,sedan,185.0,1.5,Gas,yes,2007,Nexia,front,Low,9,6-10,Low,20.56,High
4359,Audi,48000.0,crossover,90.0,3.0,Diesel,yes,2013,Q7,full,Moderate,3,1-3,Moderate,30.0,Extreme
4360,Mercedes-Benz,13500.0,van,290.0,2.2,Diesel,yes,2007,Vito пасс.,rear,Moderate,9,6-10,Moderate,32.22,Extreme
4361,Honda,9900.0,crossover,86.0,2.0,Petrol,yes,2004,CR-V,full,Low,12,10-29,Low,7.17,Low
4362,Mercedes-Benz,83000.0,crossover,70.0,3.0,Diesel,yes,2013,GL 350,full,Moderate,3,1-3,High,23.33,High
4363,Hyundai,7500.0,sedan,150.0,3.3,Gas,yes,2006,Sonata,front,Moderate,10,6-10,Low,15.0,Moderate
4364,Volkswagen,23300.0,sedan,115.0,1.8,Petrol,yes,2012,Passat CC,front,Low,4,3-6,Moderate,28.75,Extreme
4365,Mercedes-Benz,6500.0,other,315.0,2.0,Petrol,yes,1996,E-Class,rear,Low,20,10-29,Low,15.75,High
4366,VAZ,3000.0,sedan,99.0,1.3,Petrol,yes,1990,2109,front,Low,26,10-29,Low,3.81,Low
4367,Renault,10999.0,vagon,216.0,1.5,Diesel,yes,2012,Megane,full,Low,4,3-6,Moderate,54.0,Extreme
4368,Opel,4500.0,sedan,258.0,2.0,Gas,yes,1996,Omega,rear,Low,20,10-29,Low,12.9,Moderate
4369,Mercedes-Benz,24750.0,sedan,212.0,5.5,Petrol,yes,2006,S 500,rear,High,10,6-10,Moderate,21.2,High
4370,Honda,5500.0,crossover,169.0,2.0,Gas,no,2002,CR-V,full,Low,14,10-29,Low,12.07,Moderate
4371,Peugeot,11500.0,sedan,146.0,2.0,Petrol,yes,2010,407,front,Low,6,3-6,Moderate,24.33,High
4372,Lexus,25500.0,sedan,185.0,4.6,Petrol,yes,2008,LS 460,rear,High,8,6-10,Moderate,23.12,High
4373,Nissan,13000.0,crossover,159.0,3.5,Petrol,yes,2007,Murano,full,Moderate,9,6-10,Moderate,17.67,High
4374,Toyota,14000.0,sedan,1.0,1.8,Petrol,yes,2008,Avensis,front,Low,8,6-10,Moderate,0.12,Low
4375,Renault,8999.0,other,126.0,2.0,Diesel,yes,2012,Trafic груз.,front,Low,4,3-6,Low,31.5,Extreme
4376,Mercedes-Benz,13000.0,other,247.0,2.2,Diesel,yes,2012,Sprinter 313 груз.,rear,Moderate,4,3-6,Moderate,61.75,Extreme
4377,Renault,10299.0,other,176.0,2.0,Diesel,yes,2013,Trafic груз.,front,Low,3,1-3,Moderate,58.67,Extreme
4378,Volkswagen,9400.0,hatch,187.0,1.6,Petrol,yes,2008,Golf V,front,Low,8,6-10,Low,23.38,High
4379,Ford,2500.0,van,200.0,2.0,Gas,yes,1991,Transit пасс.,rear,Low,25,10-29,Low,8.0,Low
4380,Audi,2500.0,hatch,200.0,1.6,Petrol,no,1999,A3,front,Low,17,10-29,Low,11.76,Moderate
4381,Opel,8800.0,van,285.0,1.9,Diesel,yes,2004,Vivaro пасс.,front,Low,12,10-29,Low,23.75,High
4382,Nissan,5500.0,sedan,260.0,1.8,Gas,yes,1999,Primera,front,Low,17,10-29,Low,15.29,High
4383,Volkswagen,5900.0,sedan,217.0,2.3,Petrol,yes,1999,Bora,front,Moderate,17,10-29,Low,12.76,Moderate
4384,Suzuki,7700.0,crossover,179.0,2.0,Petrol,yes,2003,Grand Vitara,full,Low,13,10-29,Low,13.77,Moderate
4385,Mercedes-Benz,7700.0,sedan,230.0,2.0,Petrol,yes,2001,C-Class,rear,Low,15,10-29,Low,15.33,High
4386,Volkswagen,12700.0,van,75.0,1.2,Petrol,yes,2012,Caddy пасс.,front,Low,4,3-6,Moderate,18.75,High
4387,Peugeot,7800.0,van,167.0,2.2,Diesel,yes,2008,Boxer груз.,front,Moderate,8,6-10,Low,20.88,High
4388,Hyundai,17500.0,crossover,100.0,2.0,Other,yes,2012,IX35,full,Low,4,3-6,Moderate,25.0,High
4389,Mercedes-Benz,12700.0,other,198.0,2.2,Diesel,yes,2011,Vito груз.,rear,Moderate,5,3-6,Moderate,39.6,Extreme
4390,Volkswagen,10300.0,hatch,110.0,1.9,Diesel,yes,2008,Caddy пасс.,front,Low,8,6-10,Moderate,13.75,Moderate
4391,Fiat,2300.0,hatch,286.0,1.6,Petrol,yes,1991,Tipo,front,Low,25,10-29,Low,11.44,Moderate
4392,Mercedes-Benz,18700.0,sedan,105.0,5.5,Petrol,yes,2006,S 500,rear,High,10,6-10,Moderate,10.5,Moderate
4393,Renault,5200.0,sedan,160.0,1.4,Gas,yes,2008,Symbol,front,Low,8,6-10,Low,20.0,High
4394,Nissan,23500.0,crossover,154.0,2.49,Diesel,yes,2011,Murano,full,Moderate,5,3-6,Moderate,30.8,Extreme
4395,Volkswagen,17200.0,crossover,220.0,2.5,Diesel,yes,2006,Touareg,full,Moderate,10,6-10,Moderate,22.0,High
4396,Land Rover,39900.0,crossover,70.0,3.0,Diesel,yes,2011,Range Rover Sport,full,Moderate,5,3-6,Moderate,14.0,Moderate
4397,Skoda,14700.0,vagon,77.0,1.8,Petrol,yes,2012,Octavia Scout,full,Low,4,3-6,Moderate,19.25,High
4398,Volkswagen,6400.0,van,312.0,2.5,Diesel,yes,2000,T4 (Transporter) груз,full,Moderate,16,10-29,Low,19.5,High
4399,Chrysler,25800.0,sedan,100.0,3.5,Gas,yes,2010,300 C,rear,Moderate,6,3-6,Moderate,16.67,High
4400,Volkswagen,21500.0,sedan,2.0,1.6,Diesel,yes,2016,Jetta,front,Low,0,0-1,Moderate,0.0,Low
4401,Ford,1600.0,sedan,51.0,2.0,Gas,yes,1983,Sierra,rear,Low,33,30+,Low,1.55,Low
4402,Chery,3300.0,sedan,79.0,1.6,Petrol,yes,2007,Amulet,front,Low,9,6-10,Low,8.78,Low
4403,Rover,3200.0,sedan,130.0,1.4,Petrol,yes,1988,200,front,Low,28,10-29,Low,4.64,Low
4404,Renault,5400.0,sedan,96.0,1.4,Petrol,yes,2007,Symbol,front,Low,9,6-10,Low,10.67,Moderate
4405,Peugeot,2800.0,sedan,244.0,2.0,Gas,yes,1990,605,front,Low,26,10-29,Low,9.38,Low
4406,Mercedes-Benz,31000.0,crossover,220.0,3.2,Diesel,yes,2008,GL 320,full,Moderate,8,6-10,Moderate,27.5,Extreme
4407,Volkswagen,9600.0,van,148.0,1.6,Diesel,yes,2011,Caddy груз.,front,Low,5,3-6,Low,29.6,Extreme
4409,Mazda,6700.0,sedan,240.0,1.8,Petrol,yes,2004,6,front,Low,12,10-29,Low,20.0,High
4411,Skoda,11999.0,sedan,80.0,1.8,Petrol,yes,2012,Octavia A5,front,Low,4,3-6,Moderate,20.0,High
4412,Daewoo,3900.0,sedan,129.0,1.5,Petrol,yes,2008,Lanos,front,Low,8,6-10,Low,16.12,High
4413,Toyota,9300.0,sedan,107.0,1.8,Gas,yes,2007,Avensis,front,Low,9,6-10,Low,11.89,Moderate
4414,Audi,2600.0,sedan,160.0,2.5,Diesel,no,2002,A6,front,Moderate,14,10-29,Low,11.43,Moderate
4415,Mercedes-Benz,40500.0,crossover,54.0,5.5,Petrol,yes,2011,GL 500,full,High,5,3-6,Moderate,10.8,Moderate
4416,Renault,12800.0,vagon,127.0,1.5,Diesel,yes,2011,Megane,front,Low,5,3-6,Moderate,25.4,Extreme
4417,Toyota,12800.0,sedan,181.0,2.4,Petrol,yes,2008,Camry,front,Moderate,8,6-10,Moderate,22.62,High
4418,Hyundai,9400.0,sedan,90.0,2.0,Petrol,yes,2009,Sonata,front,Low,7,6-10,Low,12.86,Moderate
4419,VAZ,1799.0,sedan,95.0,1.6,Petrol,yes,2003,2107,rear,Low,13,10-29,Low,7.31,Low
4420,Volkswagen,22500.0,other,200.0,2.0,Petrol,yes,2011,Scirocco,front,Low,5,3-6,Moderate,40.0,Extreme
4421,Toyota,9500.0,sedan,125.0,1.6,Petrol,yes,2009,Corolla,front,Low,7,6-10,Low,17.86,High
4422,Kia,16300.0,crossover,100.0,1.7,Diesel,yes,2012,Sportage,front,Low,4,3-6,Moderate,25.0,High
4423,Kia,6500.0,crossover,200.0,2.0,Petrol,yes,1997,Sportage,full,Low,19,10-29,Low,10.53,Moderate
4424,VAZ,5250.0,hatch,82.0,1.6,Gas,yes,2012,2114,front,Low,4,3-6,Low,20.5,High
4427,Renault,5700.0,van,180.0,1.5,Diesel,yes,2007,Kangoo пасс.,front,Low,9,6-10,Low,20.0,High
4428,BMW,2700.0,sedan,220.0,2.5,Petrol,no,2002,525,rear,Moderate,14,10-29,Low,15.71,High
4429,Mercedes-Benz,2150.0,sedan,360.0,2.9,Diesel,no,1997,E-Class,rear,Moderate,19,10-29,Low,18.95,High
4430,Hyundai,15500.0,crossover,22.0,2.0,Petrol,yes,2010,IX35,front,Low,6,3-6,Moderate,3.67,Low
4431,Volkswagen,9500.0,van,188.0,1.9,Diesel,yes,2006,T5 (Transporter) пасс.,front,Low,10,6-10,Low,18.8,High
4432,Chevrolet,6300.0,sedan,150.0,1.5,Gas,yes,2008,Aveo,front,Low,8,6-10,Low,18.75,High
4433,Skoda,4700.0,hatch,145.0,1.2,Gas,yes,2004,Fabia,front,Low,12,10-29,Low,12.08,Moderate
4434,Opel,11000.0,sedan,115.0,2.2,Petrol,yes,2007,Vectra C,front,Moderate,9,6-10,Moderate,12.78,Moderate
4435,Volkswagen,15850.0,crossover,98.0,2.0,Diesel,yes,2008,Tiguan,full,Low,8,6-10,Moderate,12.25,Moderate
4436,Peugeot,7650.0,other,186.0,1.6,Diesel,no,2012,308,front,Low,4,3-6,Low,46.5,Extreme
4437,Hyundai,12000.0,hatch,7.0,1.4,Petrol,yes,2013,i30,front,Low,3,1-3,Moderate,2.33,Low
4438,Honda,9699.0,hatch,101.0,1.8,Petrol,yes,2007,Civic,front,Low,9,6-10,Low,11.22,Moderate
4439,Peugeot,9500.0,other,39.0,1.6,Petrol,yes,2009,308,front,Low,7,6-10,Low,5.57,Low
4440,Skoda,12300.0,sedan,109.0,1.9,Diesel,yes,2009,Octavia A5,front,Low,7,6-10,Moderate,15.57,High
4441,Hyundai,7500.0,hatch,150.0,1.25,Petrol,yes,2011,i20,front,Low,5,3-6,Low,30.0,Extreme
4442,Honda,12400.0,sedan,152.0,2.0,Petrol,yes,2008,Accord,front,Low,8,6-10,Moderate,19.0,High
4443,Renault,4999.0,sedan,140.0,1.4,Petrol,yes,2011,Logan,front,Low,5,3-6,Low,28.0,Extreme
4444,Toyota,3300.0,van,345.0,2.4,Diesel,yes,1992,Hiace пасс.,rear,Moderate,24,10-29,Low,14.38,Moderate
4445,Hyundai,16900.0,crossover,78.0,2.0,Petrol,yes,2011,IX35,full,Low,5,3-6,Moderate,15.6,High
4447,Audi,25900.0,sedan,104.0,2.8,Petrol,yes,2010,A6,full,Moderate,6,3-6,Moderate,17.33,High
4448,Hyundai,4600.0,hatch,140.0,1.1,Gas,yes,2006,Getz,front,Low,10,6-10,Low,14.0,Moderate
4449,Ford,15900.0,hatch,11.0,1.0,Petrol,yes,2015,Focus,front,Low,1,0-1,Moderate,11.0,Moderate
4450,Volkswagen,4999.0,sedan,145.0,2.0,Petrol,yes,2000,Bora,front,Low,16,10-29,Low,9.06,Low
4451,Skoda,11500.0,sedan,99.0,1.6,Petrol,yes,2010,Octavia A5,front,Low,6,3-6,Moderate,16.5,High
4452,Ford,3200.0,sedan,190.0,2.3,Gas,yes,1997,Scorpio,rear,Moderate,19,10-29,Low,10.0,Low
4453,Volkswagen,20300.0,other,30.0,1.4,Petrol,yes,2013,Scirocco,front,Low,3,1-3,Moderate,10.0,Low
4454,Honda,14500.0,crossover,107.0,2.4,Gas,yes,2008,CR-V,full,Moderate,8,6-10,Moderate,13.38,Moderate
4455,Skoda,7750.0,vagon,109.0,2.0,Petrol,yes,2001,Octavia Tour,front,Low,15,10-29,Low,7.27,Low
4457,Mitsubishi,8500.0,hatch,65.0,1.3,Petrol,yes,2010,Colt,front,Low,6,3-6,Low,10.83,Moderate
4458,Nissan,7500.0,sedan,160.0,1.6,Petrol,yes,2006,Primera,front,Low,10,6-10,Low,16.0,High
4459,Citroen,10600.0,hatch,61.0,1.6,Petrol,yes,2011,C3,front,Low,5,3-6,Moderate,12.2,Moderate
4460,Mitsubishi,17800.0,crossover,111.0,2.4,Petrol,yes,2011,Outlander XL,full,Moderate,5,3-6,Moderate,22.2,High
4461,Kia,5800.0,hatch,108.0,1.12,Diesel,yes,2008,Picanto,front,Low,8,6-10,Low,13.5,Moderate
4462,Renault,6800.0,sedan,87.0,1.4,Petrol,yes,2013,Symbol,front,Low,3,1-3,Low,29.0,Extreme
4463,Audi,51500.0,crossover,28.0,3.0,Diesel,yes,2014,Q7,full,Moderate,2,1-3,High,14.0,Moderate
4464,Mercedes-Benz,124000.0,crossover,0.0,3.0,Petrol,yes,2016,GLS 400,full,Moderate,0,0-1,Extreme,0.0,Low
4465,Lexus,32555.0,crossover,77.0,3.5,Petrol,yes,2011,RX 350,full,Moderate,5,3-6,Moderate,15.4,High
4466,Mercedes-Benz,58999.0,crossover,0.0,2.2,Diesel,yes,2016,GLC-Class,full,Moderate,0,0-1,High,0.0,Low
4467,Mercedes-Benz,40500.0,sedan,108.0,5.5,Petrol,yes,2010,S 500,full,High,6,3-6,Moderate,18.0,High
4468,Porsche,20999.0,crossover,68.0,4.8,Petrol,yes,2007,Cayenne,full,High,9,6-10,Moderate,7.56,Low
4469,Audi,81999.0,crossover,0.0,2.98,Diesel,yes,2016,Q7,full,Moderate,0,0-1,High,0.0,Low
4470,BMW,8100.0,sedan,246.0,3.0,Diesel,yes,2000,530,rear,Moderate,16,10-29,Low,15.38,High
4471,Geely,7800.0,sedan,69.0,1.8,Petrol,yes,2012,Emgrand 7 (EC7),front,Low,4,3-6,Low,17.25,High
4472,Toyota,11300.0,sedan,260.0,3.5,Gas,yes,2007,Camry,rear,Moderate,9,6-10,Moderate,28.89,Extreme
4473,Nissan,7700.0,crossover,188.0,2.0,Gas,yes,2002,X-Trail,full,Low,14,10-29,Low,13.43,Moderate
4474,Mercedes-Benz,16500.0,other,260.0,2.2,Diesel,yes,2011,Sprinter 319 груз.,rear,Moderate,5,3-6,Moderate,52.0,Extreme
4475,Hyundai,9200.0,other,190.0,2.0,Gas,yes,2007,Tucson,front,Low,9,6-10,Low,21.11,High
4476,Audi,3150.0,vagon,320.0,2.5,Diesel,no,2002,A6,full,Moderate,14,10-29,Low,22.86,High
4477,Mercedes-Benz,11700.0,crossover,284.0,4.0,Diesel,yes,2004,ML 400,full,Moderate,12,10-29,Moderate,23.67,High
4478,ZAZ,1850.0,sedan,71.0,1.2,Petrol,yes,2002,1103 Славута,front,Low,14,10-29,Low,5.07,Low
4479,Infiniti,15500.0,crossover,180.0,3.5,Gas,yes,2005,FX 35,full,Moderate,11,10-29,Moderate,16.36,High
4480,Skoda,8500.0,sedan,185.0,1.8,Gas,yes,2007,Superb,front,Low,9,6-10,Low,20.56,High
4481,BMW,23900.0,crossover,60.0,2.0,Petrol,yes,2013,X1,rear,Low,3,1-3,Moderate,20.0,High
4482,Hyundai,7499.0,crossover,100.0,2.0,Gas,no,2011,IX35,full,Low,5,3-6,Low,20.0,High
4483,Toyota,29900.0,crossover,117.0,3.0,Diesel,yes,2008,Land Cruiser Prado,full,Moderate,8,6-10,Moderate,14.62,Moderate
4484,Acura,15650.0,crossover,170.0,3.7,Petrol,yes,2008,MDX,full,Moderate,8,6-10,Moderate,21.25,High
4485,Mitsubishi,6666.0,sedan,162.0,1.6,Petrol,yes,2007,Lancer,front,Low,9,6-10,Low,18.0,High
4486,Infiniti,33000.0,crossover,90.0,3.7,Petrol,yes,2011,FX 37,full,Moderate,5,3-6,Moderate,18.0,High
4487,Lexus,11100.0,sedan,215.0,4.6,Other,no,2009,LS 460,rear,High,7,6-10,Moderate,30.71,Extreme
4488,ZAZ,5700.0,sedan,8.0,1.5,Petrol,yes,2014,Forza,front,Low,2,1-3,Low,4.0,Low
4489,Land Rover,106000.0,crossover,9.0,5.0,Petrol,yes,2013,Range Rover,full,High,3,1-3,Extreme,3.0,Low
4490,Seat,9000.0,hatch,62.0,1.4,Petrol,yes,2011,Ibiza,front,Low,5,3-6,Low,12.4,Moderate
4491,Suzuki,9700.0,crossover,137.0,2.0,Petrol,yes,2006,Grand Vitara,full,Low,10,6-10,Low,13.7,Moderate
4492,Fiat,6650.0,hatch,49.0,1.4,Petrol,yes,2007,Punto,front,Low,9,6-10,Low,5.44,Low
4493,Porsche,38500.0,crossover,106.0,3.0,Diesel,yes,2010,Cayenne,full,Moderate,6,3-6,Moderate,17.67,High
4494,VAZ,800.0,sedan,156.0,1.3,Petrol,yes,1985,2106,front,Low,31,30+,Low,5.03,Low
4495,Lexus,153999.0,crossover,0.0,5.7,Petrol,yes,2016,LX 570,full,High,0,0-1,Extreme,0.0,Low
4496,Land Rover,41000.0,crossover,80.0,5.0,Petrol,yes,2011,Range Rover Sport,full,High,5,3-6,Moderate,16.0,High
4497,Audi,29999.0,other,90.0,3.0,Petrol,yes,2011,A5,full,Moderate,5,3-6,Moderate,18.0,High
4498,Opel,6999.0,sedan,158.0,2.2,Petrol,yes,2004,Vectra C,front,Moderate,12,10-29,Low,13.17,Moderate
4499,Geely,6300.0,hatch,17.0,1.5,Petrol,yes,2012,MK Cross,front,Low,4,3-6,Low,4.25,Low
4500,Opel,10900.0,van,186.0,2.0,Diesel,yes,2007,Vivaro пасс.,front,Low,9,6-10,Moderate,20.67,High
4501,Honda,3300.0,sedan,329.0,1.4,Petrol,yes,1996,Civic,front,Low,20,10-29,Low,16.45,High
4502,Toyota,43999.0,other,0.0,2.8,Diesel,yes,2016,Hilux,full,Moderate,0,0-1,Moderate,0.0,Low
